,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
25,,,,C_25,65.0,20.0,6.0,817.0,956.0,10.0,2640.0
26,,,,C_26,45.0,30.0,17.0,588.0,667.0,10.0,1647.0
27,,,,C_27,35.0,40.0,16.0,104.0,255.0,10.0,855.0
28,,,,C_28,41.0,37.0,16.0,114.0,255.0,10.0,689.0
29,,,,C_29,64.0,42.0,9.0,190.0,313.0,10.0,518.0
30,,,,C_30,40.0,60.0,21.0,259.0,354.0,10.0,2656.0
31,,,,C_31,31.0,52.0,27.0,152.0,275.0,10.0,2887.0
32,,,,C_32,35.0,69.0,23.0,660.0,777.0,10.0,1189.0
33,,,,C_33,53.0,52.0,11.0,45.0,200.0,10.0,464.0
34,,,,C_34,65.0,55.0,14.0,529.0,614.0,10.0,3439.0
35,,,,C_35,63.0,65.0,8.0,686.0,813.0,10.0,936.0
36,,,,C_36,2.0,60.0,5.0,41.0,208.0,10.0,1045.0
37,,,,C_37,20.0,20.0,8.0,606.0,693.0,10.0,2127.0
38,,,,C_38,5.0,5.0,16.0,302.0,405.0,10.0,2683.0
39,,,,C_39,60.0,12.0,31.0,33.0,224.0,10.0,2547.0
40,,,,C_40,40.0,25.0,9.0,360.0,437.0,10.0,3264.0
41,,,,C_41,42.0,7.0,5.0,396.0,511.0,10.0,1349.0
42,,,,C_42,24.0,12.0,5.0,25.0,172.0,10.0,2358.0
43,,,,C_43,23.0,3.0,7.0,620.0,705.0,10.0,2008.0
44,,,,C_44,11.0,14.0,18.0,233.0,340.0,10.0,1652.0
45,,,,C_45,6.0,38.0,16.0,29.0,189.0,10.0,718.0
46,,,,C_46,2.0,48.0,1.0,515.0,628.0,10.0,1528.0
47,,,,C_47,8.0,56.0,27.0,85.0,250.0,10.0,1692.0
48,,,,C_48,13.0,52.0,36.0,773.0,906.0,10.0,960.0
49,,,,C_49,6.0,68.0,30.0,501.0,540.0,10.0,901.0
50,,,,C_50,47.0,47.0,13.0,547.0,642.0,10.0,2720.0
51,,,,C_51,49.0,58.0,10.0,348.0,453.0,10.0,1980.0
52,,,,C_52,27.0,43.0,9.0,174.0,299.0,10.0,2010.0
53,,,,C_53,37.0,31.0,14.0,414.0,489.0,10.0,2583.0
54,,,,C_54,57.0,29.0,18.0,641.0,734.0,10.0,3685.0
55,,,,C_55,63.0,23.0,2.0,620.0,739.0,10.0,1599.0
56,,,,C_56,53.0,12.0,6.0,585.0,692.0,10.0,3579.0
57,,,,C_57,32.0,12.0,7.0,421.0,530.0,10.0,1463.0
58,,,,C_58,36.0,26.0,18.0,849.0,980.0,10.0,1768.0
59,,,,C_59,21.0,24.0,28.0,17.0,229.0,10.0,1011.0
60,,,,C_60,17.0,34.0,3.0,721.0,862.0,10.0,1961.0
61,,,,C_61,12.0,24.0,13.0,290.0,377.0,10.0,1075.0
62,,,,C_62,24.0,58.0,19.0,163.0,302.0,10.0,1120.0
63,,,,C_63,27.0,69.0,10.0,34.0,191.0,10.0,931.0
64,,,,C_64,15.0,77.0,9.0,214.0,333.0,10.0,1712.0
65,,,,C_65,62.0,77.0,20.0,49.0,188.0,10.0,553.0
66,,,,C_66,49.0,73.0,25.0,592.0,693.0,10.0,1990.0
67,,,,C_67,67.0,5.0,25.0,294.0,401.0,10.0,3115.0
68,,,,C_68,56.0,39.0,36.0,637.0,752.0,10.0,1034.0
69,,,,C_69,37.0,47.0,6.0,162.0,293.0,10.0,294.0
70,,,,C_70,37.0,56.0,5.0,788.0,968.0,10.0,1787.0
71,,,,C_71,57.0,68.0,15.0,268.0,367.0,10.0,2091.0
72,,,,C_72,47.0,16.0,25.0,31.0,208.0,10.0,2774.0
73,,,,C_73,44.0,17.0,9.0,308.0,399.0,10.0,1186.0
74,,,,C_74,46.0,13.0,8.0,681.0,802.0,10.0,3657.0
75,,,,C_75,49.0,11.0,18.0,236.0,345.0,10.0,1015.0
76,,,,C_76,49.0,42.0,13.0,290.0,373.0,10.0,1265.0
77,,,,C_77,53.0,43.0,14.0,817.0,952.0,10.0,2531.0
78,,,,C_78,61.0,52.0,3.0,384.0,499.0,10.0,1952.0
79,,,,C_79,57.0,48.0,23.0,388.0,465.0,10.0,2139.0
80,,,,C_80,56.0,37.0,6.0,839.0,968.0,10.0,1888.0
81,,,,C_81,55.0,54.0,26.0,411.0,456.0,10.0,788.0
82,,,,C_82,15.0,47.0,16.0,162.0,289.0,10.0,749.0
83,,,,C_83,14.0,37.0,11.0,96.0,249.0,10.0,2547.0
84,,,,C_84,11.0,31.0,7.0,436.0,511.0,10.0,2185.0
85,,,,C_85,16.0,22.0,41.0,376.0,461.0,10.0,930.0
86,,,,C_86,4.0,18.0,35.0,388.0,465.0,10.0,2738.0
87,,,,C_87,28.0,18.0,26.0,420.0,447.0,10.0,1043.0
88,,,,C_88,26.0,52.0,9.0,279.0,388.0,10.0,2485.0
89,,,,C_89,26.0,35.0,15.0,755.0,920.0,10.0,1712.0
90,,,,C_90,31.0,67.0,3.0,392.0,487.0,10.0,1907.0
91,,,,C_91,15.0,19.0,1.0,739.0,866.0,10.0,2646.0
92,,,,C_92,22.0,22.0,2.0,18.0,181.0,10.0,679.0
93,,,,C_93,18.0,24.0,22.0,811.0,969.0,10.0,1293.0
94,,,,C_94,26.0,27.0,27.0,436.0,503.0,10.0,2919.0
95,,,,C_95,25.0,24.0,20.0,92.0,231.0,10.0,863.0
96,,,,C_96,22.0,27.0,11.0,607.0,690.0,10.0,1040.0
97,,,,C_97,25.0,21.0,12.0,612.0,673.0,10.0,883.0
98,,,,C_98,19.0,21.0,10.0,183.0,306.0,10.0,838.0
99,,,,C_99,20.0,26.0,9.0,333.0,432.0,10.0,1791.0
100,,,,C_100,18.0,18.0,17.0,798.0,965.0,10.0,1480.0
