,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
82,,,,C_82,75.0,55.0,20.0,344.0,445.0,90.0,1483.0
83,,,,C_83,72.0,55.0,10.0,228.0,375.0,90.0,1765.0
84,,,,C_84,70.0,58.0,20.0,425.0,556.0,90.0,1316.0
85,,,,C_85,68.0,60.0,30.0,527.0,640.0,90.0,1165.0
86,,,,C_86,66.0,55.0,10.0,141.0,270.0,90.0,1682.0
87,,,,C_87,65.0,55.0,20.0,56.0,173.0,90.0,1383.0
88,,,,C_88,65.0,60.0,30.0,614.0,739.0,90.0,1101.0
89,,,,C_89,63.0,58.0,10.0,705.0,834.0,90.0,1241.0
90,,,,C_90,60.0,55.0,10.0,20.0,148.0,90.0,1138.0
91,,,,C_91,60.0,60.0,10.0,809.0,916.0,90.0,2205.0
92,,,,C_92,67.0,85.0,20.0,331.0,478.0,90.0,1896.0
93,,,,C_93,65.0,85.0,40.0,453.0,540.0,90.0,2027.0
94,,,,C_94,65.0,82.0,10.0,260.0,361.0,90.0,602.0
95,,,,C_95,62.0,80.0,30.0,174.0,261.0,90.0,557.0
96,,,,C_96,60.0,80.0,10.0,64.0,187.0,90.0,945.0
97,,,,C_97,60.0,85.0,30.0,531.0,652.0,90.0,711.0
98,,,,C_98,58.0,75.0,20.0,30.0,139.0,90.0,502.0
99,,,,C_99,55.0,80.0,10.0,705.0,858.0,90.0,1467.0
100,,,,C_100,55.0,85.0,20.0,608.0,765.0,90.0,1693.0
