,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
79,,,,C_79,87.0,30.0,10.0,2608.0,2768.0,90.0,3829.0
80,,,,C_80,85.0,25.0,10.0,2513.0,2673.0,90.0,5765.0
81,,,,C_81,85.0,35.0,30.0,2703.0,2863.0,90.0,7341.0
82,,,,C_82,75.0,55.0,20.0,0.0,3264.0,90.0,7253.0
83,,,,C_83,72.0,55.0,10.0,0.0,3267.0,90.0,5877.0
84,,,,C_84,70.0,58.0,20.0,1641.0,1801.0,90.0,2510.0
85,,,,C_85,86.0,46.0,30.0,0.0,3253.0,90.0,8326.0
86,,,,C_86,66.0,55.0,10.0,1736.0,1896.0,90.0,2807.0
87,,,,C_87,64.0,46.0,20.0,3097.0,3257.0,90.0,6106.0
88,,,,C_88,65.0,60.0,30.0,1546.0,1706.0,90.0,6423.0
89,,,,C_89,56.0,64.0,10.0,1355.0,1515.0,90.0,3615.0
90,,,,C_90,60.0,55.0,10.0,3119.0,3279.0,90.0,4174.0
91,,,,C_91,60.0,60.0,10.0,0.0,3277.0,90.0,7378.0
92,,,,C_92,67.0,85.0,20.0,694.0,854.0,90.0,4486.0
93,,,,C_93,42.0,58.0,40.0,8.0,168.0,90.0,2242.0
94,,,,C_94,65.0,82.0,10.0,0.0,3259.0,90.0,8229.0
95,,,,C_95,62.0,80.0,30.0,0.0,3262.0,90.0,4068.0
96,,,,C_96,62.0,40.0,10.0,0.0,3275.0,90.0,7825.0
97,,,,C_97,60.0,85.0,30.0,597.0,757.0,90.0,2761.0
98,,,,C_98,58.0,75.0,20.0,0.0,3269.0,90.0,3752.0
99,,,,C_99,55.0,80.0,10.0,407.0,567.0,90.0,1008.0
100,,,,C_100,55.0,85.0,20.0,502.0,662.0,90.0,4304.0
