,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
57,,,,C_57,30.0,25.0,23.0,56.0,165.0,10.0,665.0
58,,,,C_58,15.0,10.0,20.0,51.0,182.0,10.0,488.0
59,,,,C_59,10.0,20.0,19.0,42.0,187.0,10.0,280.0
60,,,,C_60,15.0,60.0,17.0,62.0,203.0,10.0,561.0
61,,,,C_61,45.0,65.0,9.0,37.0,124.0,10.0,142.0
62,,,,C_62,65.0,35.0,3.0,29.0,168.0,10.0,750.0
63,,,,C_63,65.0,20.0,6.0,39.0,190.0,10.0,796.0
64,,,,C_64,45.0,30.0,17.0,20.0,139.0,10.0,306.0
65,,,,C_65,35.0,40.0,16.0,11.0,150.0,10.0,807.0
66,,,,C_66,41.0,37.0,16.0,97.0,198.0,10.0,556.0
67,,,,C_67,64.0,42.0,9.0,31.0,138.0,10.0,337.0
68,,,,C_68,40.0,60.0,21.0,101.0,216.0,10.0,469.0
69,,,,C_69,31.0,52.0,27.0,9.0,139.0,10.0,578.0
70,,,,C_70,35.0,69.0,23.0,30.0,210.0,10.0,800.0
71,,,,C_71,65.0,55.0,14.0,30.0,129.0,10.0,733.0
72,,,,C_72,63.0,65.0,8.0,27.0,202.0,10.0,673.0
73,,,,C_73,2.0,60.0,5.0,46.0,137.0,10.0,662.0
74,,,,C_74,20.0,20.0,8.0,71.0,193.0,10.0,694.0
75,,,,C_75,5.0,5.0,16.0,57.0,165.0,10.0,653.0
76,,,,C_76,60.0,12.0,31.0,48.0,131.0,10.0,716.0
77,,,,C_77,23.0,3.0,7.0,49.0,180.0,10.0,488.0
78,,,,C_78,8.0,56.0,27.0,47.0,162.0,10.0,362.0
79,,,,C_79,6.0,68.0,30.0,65.0,142.0,10.0,805.0
80,,,,C_80,47.0,47.0,13.0,93.0,222.0,10.0,284.0
81,,,,C_81,49.0,58.0,10.0,78.0,123.0,10.0,592.0
82,,,,C_82,27.0,43.0,9.0,14.0,140.0,10.0,394.0
83,,,,C_83,37.0,31.0,14.0,19.0,172.0,10.0,759.0
84,,,,C_84,57.0,29.0,18.0,73.0,148.0,10.0,368.0
85,,,,C_85,63.0,23.0,2.0,59.0,144.0,10.0,250.0
86,,,,C_86,21.0,24.0,28.0,63.0,140.0,10.0,181.0
87,,,,C_87,12.0,24.0,13.0,91.0,118.0,10.0,626.0
88,,,,C_88,24.0,58.0,19.0,27.0,136.0,10.0,386.0
89,,,,C_89,67.0,5.0,25.0,52.0,177.0,10.0,517.0
90,,,,C_90,37.0,47.0,6.0,53.0,148.0,10.0,422.0
91,,,,C_91,49.0,42.0,13.0,89.0,217.0,10.0,404.0
92,,,,C_92,53.0,43.0,14.0,14.0,177.0,10.0,779.0
93,,,,C_93,61.0,52.0,3.0,50.0,208.0,10.0,712.0
94,,,,C_94,57.0,48.0,23.0,76.0,143.0,10.0,198.0
95,,,,C_95,56.0,37.0,6.0,20.0,159.0,10.0,519.0
96,,,,C_96,55.0,54.0,26.0,105.0,188.0,10.0,395.0
97,,,,C_97,4.0,18.0,35.0,104.0,165.0,10.0,654.0
98,,,,C_98,26.0,52.0,9.0,14.0,136.0,10.0,784.0
99,,,,C_99,26.0,35.0,15.0,42.0,141.0,10.0,779.0
100,,,,C_100,31.0,67.0,3.0,43.0,210.0,10.0,624.0
