,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
51,,,,C_51,49.0,58.0,10.0,36.0,149.0,10.0,518.0
52,,,,C_52,27.0,43.0,9.0,11.0,133.0,10.0,193.0
53,,,,C_53,37.0,31.0,14.0,51.0,148.0,10.0,379.0
54,,,,C_54,57.0,29.0,18.0,90.0,197.0,10.0,357.0
55,,,,C_55,63.0,23.0,2.0,69.0,189.0,10.0,540.0
56,,,,C_56,53.0,12.0,6.0,76.0,190.0,10.0,257.0
57,,,,C_57,32.0,12.0,7.0,48.0,163.0,10.0,338.0
58,,,,C_58,36.0,26.0,18.0,84.0,210.0,10.0,276.0
59,,,,C_59,21.0,24.0,28.0,17.0,183.0,10.0,593.0
60,,,,C_60,17.0,34.0,3.0,70.0,201.0,10.0,802.0
61,,,,C_61,12.0,24.0,13.0,29.0,132.0,10.0,751.0
62,,,,C_62,24.0,58.0,19.0,25.0,154.0,10.0,558.0
63,,,,C_63,27.0,69.0,10.0,34.0,172.0,10.0,457.0
64,,,,C_64,15.0,77.0,9.0,46.0,165.0,10.0,570.0
65,,,,C_65,62.0,77.0,20.0,49.0,170.0,10.0,470.0
66,,,,C_66,49.0,73.0,25.0,68.0,179.0,10.0,611.0
67,,,,C_67,67.0,5.0,25.0,43.0,156.0,10.0,706.0
68,,,,C_68,56.0,39.0,36.0,80.0,198.0,10.0,835.0
69,,,,C_69,37.0,47.0,6.0,12.0,137.0,10.0,197.0
70,,,,C_70,37.0,56.0,5.0,48.0,198.0,10.0,588.0
71,,,,C_71,57.0,68.0,15.0,39.0,148.0,10.0,518.0
72,,,,C_72,47.0,16.0,25.0,22.0,170.0,10.0,795.0
73,,,,C_73,44.0,17.0,9.0,30.0,135.0,10.0,318.0
74,,,,C_74,46.0,13.0,8.0,74.0,195.0,10.0,706.0
75,,,,C_75,49.0,11.0,18.0,27.0,141.0,10.0,282.0
76,,,,C_76,49.0,42.0,13.0,27.0,128.0,10.0,654.0
77,,,,C_77,53.0,43.0,14.0,72.0,200.0,10.0,611.0
78,,,,C_78,61.0,52.0,3.0,42.0,159.0,10.0,427.0
79,,,,C_79,57.0,48.0,23.0,47.0,146.0,10.0,710.0
80,,,,C_80,56.0,37.0,6.0,73.0,198.0,10.0,238.0
81,,,,C_81,55.0,54.0,26.0,57.0,140.0,10.0,329.0
82,,,,C_82,15.0,47.0,16.0,23.0,146.0,10.0,528.0
83,,,,C_83,14.0,37.0,11.0,21.0,157.0,10.0,189.0
84,,,,C_84,11.0,31.0,7.0,57.0,154.0,10.0,336.0
85,,,,C_85,16.0,22.0,41.0,44.0,147.0,10.0,736.0
86,,,,C_86,4.0,18.0,35.0,49.0,148.0,10.0,616.0
87,,,,C_87,28.0,18.0,26.0,61.0,134.0,10.0,176.0
88,,,,C_88,26.0,52.0,9.0,21.0,136.0,10.0,776.0
89,,,,C_89,26.0,35.0,15.0,68.0,211.0,10.0,342.0
90,,,,C_90,31.0,67.0,3.0,46.0,153.0,10.0,630.0
91,,,,C_91,15.0,19.0,1.0,70.0,194.0,10.0,214.0
92,,,,C_92,22.0,22.0,2.0,18.0,159.0,10.0,569.0
93,,,,C_93,18.0,24.0,22.0,60.0,199.0,10.0,634.0
94,,,,C_94,26.0,27.0,27.0,58.0,151.0,10.0,763.0
95,,,,C_95,25.0,24.0,20.0,14.0,143.0,10.0,328.0
96,,,,C_96,22.0,27.0,11.0,89.0,190.0,10.0,371.0
97,,,,C_97,25.0,21.0,12.0,92.0,183.0,10.0,682.0
98,,,,C_98,19.0,21.0,10.0,21.0,142.0,10.0,522.0
99,,,,C_99,20.0,26.0,9.0,33.0,142.0,10.0,579.0
100,,,,C_100,18.0,18.0,17.0,51.0,195.0,10.0,810.0
