,instance_name,max_vehicle_number,vehicle_capacity,cust_no,x,y,demand,ready_time,due_time,service_time,expired_time
40,,,,C_40,60.0,85.0,30.0,329.0,449.0,10.0,3619.0
41,,,,C_41,58.0,75.0,20.0,376.0,496.0,10.0,3342.0
42,,,,C_42,55.0,80.0,10.0,33.0,153.0,10.0,947.0
43,,,,C_43,55.0,85.0,20.0,574.0,694.0,10.0,3436.0
44,,,,C_44,55.0,82.0,10.0,217.0,337.0,10.0,2089.0
45,,,,C_45,20.0,82.0,10.0,37.0,157.0,10.0,286.0
46,,,,C_46,18.0,80.0,10.0,489.0,609.0,10.0,1674.0
47,,,,C_47,2.0,45.0,10.0,105.0,225.0,10.0,2871.0
48,,,,C_48,42.0,5.0,10.0,732.0,852.0,10.0,2190.0
49,,,,C_49,42.0,12.0,10.0,440.0,560.0,10.0,3652.0
50,,,,C_50,72.0,35.0,30.0,507.0,627.0,10.0,1810.0
51,,,,C_51,55.0,20.0,19.0,326.0,446.0,10.0,775.0
52,,,,C_52,25.0,30.0,3.0,175.0,295.0,10.0,1363.0
53,,,,C_53,20.0,50.0,5.0,375.0,495.0,10.0,3075.0
54,,,,C_54,55.0,60.0,16.0,601.0,721.0,10.0,2033.0
55,,,,C_55,30.0,60.0,16.0,599.0,719.0,10.0,2232.0
56,,,,C_56,50.0,35.0,19.0,557.0,677.0,10.0,3131.0
57,,,,C_57,30.0,25.0,23.0,397.0,517.0,10.0,3215.0
58,,,,C_58,15.0,10.0,20.0,782.0,902.0,10.0,2642.0
59,,,,C_59,10.0,20.0,19.0,42.0,162.0,10.0,511.0
60,,,,C_60,15.0,60.0,17.0,694.0,814.0,10.0,1633.0
61,,,,C_61,45.0,65.0,9.0,258.0,378.0,10.0,2453.0
62,,,,C_62,65.0,35.0,3.0,167.0,287.0,10.0,3421.0
63,,,,C_63,65.0,20.0,6.0,39.0,159.0,10.0,1781.0
64,,,,C_64,45.0,30.0,17.0,191.0,311.0,10.0,2987.0
65,,,,C_65,35.0,40.0,16.0,11.0,131.0,10.0,272.0
66,,,,C_66,41.0,37.0,16.0,566.0,686.0,10.0,2422.0
67,,,,C_67,64.0,42.0,9.0,268.0,388.0,10.0,2089.0
68,,,,C_68,40.0,60.0,21.0,612.0,732.0,10.0,858.0
69,,,,C_69,31.0,52.0,27.0,157.0,277.0,10.0,1494.0
70,,,,C_70,35.0,69.0,23.0,810.0,930.0,10.0,2019.0
71,,,,C_71,65.0,55.0,14.0,241.0,361.0,10.0,3155.0
72,,,,C_72,63.0,65.0,8.0,60.0,180.0,10.0,2825.0
73,,,,C_73,2.0,60.0,5.0,286.0,406.0,10.0,2074.0
74,,,,C_74,20.0,20.0,8.0,645.0,765.0,10.0,3789.0
75,,,,C_75,5.0,5.0,16.0,232.0,352.0,10.0,1647.0
76,,,,C_76,60.0,12.0,31.0,268.0,388.0,10.0,2032.0
77,,,,C_77,23.0,3.0,7.0,764.0,884.0,10.0,1738.0
78,,,,C_78,8.0,56.0,27.0,365.0,485.0,10.0,3568.0
79,,,,C_79,6.0,68.0,30.0,352.0,472.0,10.0,3140.0
80,,,,C_80,47.0,47.0,13.0,822.0,942.0,10.0,3130.0
81,,,,C_81,49.0,58.0,10.0,355.0,475.0,10.0,1852.0
82,,,,C_82,27.0,43.0,9.0,152.0,272.0,10.0,3188.0
83,,,,C_83,37.0,31.0,14.0,105.0,225.0,10.0,3065.0
84,,,,C_84,57.0,29.0,18.0,395.0,515.0,10.0,1254.0
85,,,,C_85,63.0,23.0,2.0,344.0,464.0,10.0,3580.0
86,,,,C_86,21.0,24.0,28.0,349.0,469.0,10.0,1566.0
87,,,,C_87,12.0,24.0,13.0,359.0,479.0,10.0,2278.0
88,,,,C_88,24.0,58.0,19.0,260.0,380.0,10.0,3369.0
89,,,,C_89,67.0,5.0,25.0,713.0,833.0,10.0,3625.0
90,,,,C_90,37.0,47.0,6.0,359.0,479.0,10.0,1598.0
91,,,,C_91,49.0,42.0,13.0,719.0,839.0,10.0,2824.0
92,,,,C_92,53.0,43.0,14.0,14.0,134.0,10.0,311.0
93,,,,C_93,61.0,52.0,3.0,808.0,928.0,10.0,2420.0
94,,,,C_94,57.0,48.0,23.0,392.0,512.0,10.0,3194.0
95,,,,C_95,56.0,37.0,6.0,100.0,220.0,10.0,2093.0
96,,,,C_96,55.0,54.0,26.0,562.0,682.0,10.0,3278.0
97,,,,C_97,4.0,18.0,35.0,547.0,667.0,10.0,1522.0
98,,,,C_98,26.0,52.0,9.0,172.0,292.0,10.0,3254.0
99,,,,C_99,26.0,35.0,15.0,308.0,428.0,10.0,3064.0
100,,,,C_100,31.0,67.0,3.0,810.0,930.0,10.0,2312.0
